Name,Address,City,County,State,Zip Code,Food Waste Accepted?,Feedstock,Source,Phone,Facility's Website,Unique Identifier,Latitude,Longitude
Seminole Composting Facility,4203 Clevemont Road,Ellenwood,DeKalb County,GA,30294,,yard trimmings,,(404) 687-4040,https://www.dekalbcountyga.gov/sanitation/mulch-and-compost,CMP2022946,33.658119,-84.2628825
Dixie Classic Fairgrounds,421 West 27Th Street,Winston-Salem,Forsyth County,NC,27105,Yes,"manure, source-separated food waste, agricultural waste, yard waste",https://deq.nc.gov/about/divisions/waste-management/solid-waste-section/solid-waste-facility-lists-presentations-and-annual-reports/solid-waste-facility-lists,(336) 409-4881,,CMP20222638,36.12428573,-80.25398596
Kimble Transfer & Recycling,4217 Glenn Hwy,Cambridge,Guernsey County,OH,43725,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(330) 343-1226,,CMP20222844,40.009752,-81.663048
Eklund Yard & Tree Disposal,4220 CR-10 N,Watertown,Carver County,MN,55388,,Yard waste,Minnesota Composting Council,952-217-8143,https://www.eklundyardandtreedisposal.com/,CMP20221981,44.925345,-93.834369
Hilbert Vil,422 N 3rd St,Hilbert,Calumet County,WI,54129,,"BARK/BRUSH, YARD",https://dnr.wi.gov/wastemgmt/wm/wmexternal/ShellReportViewer.aspx?RID=93&inst=258,9208533241,,CMP20223685,44.14415548,-88.15768979
Evans Landscaping Inc,4229 Round Bottom Rd,Cincinnati,Hamilton County,OH,45244,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(513) 271-1119,,CMP20222845,39.143484,-84.328866
Long Island Compost Farm #50,4218 Middle Country Road,Calverton,Suffolk County,NY,11933,,Yard Waste;Source Separated Organic Waste (SSOW),https://data.ny.gov/Energy-Environment/Composting-Solid-Waste-Management-Facilities-Map/y4ic-kfv141,5163346600,,CMP20222470,40.92794094,-72.76955026
High Acres Food Waste Composting Facility,425 Perinton Parkway,Fairport,Monroe County,NY,14450,Yes,Source Separated Organic Waste (SSOW);Non-recognizable Food Processing Waste;Food Scraps,https://data.ny.gov/Energy-Environment/Composting-Solid-Waste-Management-Facilities-Map/y4ic-kfv77,5854216210,https://www.wm.com/us/en/high-acres-landfill,CMP20222443,43.081731,-77.3817975
NC State University Compost Facility & Research Cooperative,4231 Inwood Road,Raleigh,Wake County,NC,27695,Yes,"manure, source-separated food waste, agricultural waste, yard waste",https://deq.nc.gov/about/divisions/waste-management/solid-waste-section/solid-waste-facility-lists-presentations-and-annual-reports/solid-waste-facility-lists,(919) 830-0766,,CMP20222613,35.72592174,-78.67593063
Aitkin County Yard Waste Facility,42500 310th Ln,Aitkin,Aitkin County,MN,56431-4748,,"Yard Waste, brush/wood waste",http://www.mncompostingcouncil.org/find-a-compost-site.html,,https://www.wmsolutions.com/facilities/details/id/66 ,CMP20221951,46.462086,-93.734559
MULLER FARM COMPOSTING PROJECT,4250 CENTERPOINT,SAN MARCOS,Guadalupe County,TX,78666,Yes,"source-separated food waste w/ or w/o yard trimmings, clean wood material, vegetative material, paper, manure",https://www.tceq.texas.gov/permitting/waste_permits/msw_permits/msw-data#lists,,,CMP20223366,29.78251336,-97.9679705
SET & The Mulch Store - Minnestrista,4275 Creek View Circle,Minnetrista,Hennepin County,MN,55375,,"Yard waste, wood waste, soil, sod",,(952) 446-1056,https://www.setmn.com/,CMP20222105,44.900964,-93.7302525
H.U.R.B. Landscaping; Inc.,4278 Albany Street,Albany,Albany County,NY,12205,,Yard Waste,https://data.ny.gov/Energy-Environment/Composting-Solid-Waste-Management-Facilities-Map/y4ic-kfv8,5184645030,,CMP20222435,42.730083,-73.8632475
Minnetrista Compost Site,4275 Creekview Cir,Minnetrista,Hennepin County,MN,55375,,Yard Waste,http://www.mncompostingcouncil.org/find-a-compost-site.html,(952) 946-6999,http://www.mulchstoremn.com/minnetrista.html,CMP20222027,44.900964,-93.7302525
D'S RECYCLING,4275 PRUITT DR,SAN ANGELO,Tom Green County,TX,76903,,*all feedstocks plus MSW and/or grease trap waste,https://www.tceq.texas.gov/permitting/waste_permits/msw_permits/msw-data#lists,(325) 659-8573,http://dsrecyclingandcomposting.com/,CMP20223367,31.505526,-100.4041935
CITY OF HAYSVILLE,428 S. JANE,Haysville,Sedgwick County,KS,67060,,Yard Waste,KDHE,,,CMP20221379,37.558053,-97.3412415
YMCA at Essentia Wellness Center - WLSSD Drop-Off,4289 Ugstad Rd,Hermantown,St. Louis County,MN,,Yes,food waste,,,https://wlssd.com/,CMP20222121,46.821519,-92.239551
Clinton County Sanitary Landfill (East Site),4292 220Th St,Clinton,Clinton County,IA,52732,,yard waste,https://programs.iowadnr.gov/solidwaste/reports/DocumentDNA,(563) 243-4749,,CMP20221254,41.864598,-90.2599155
Paradise Composting,4300 Mechanicsburg Rd,Wooster,Wayne County,OH,44691,Yes,"Food, yard waste, animals, manure, containers",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(330) 669-3141,http://www.paradiselawncareinc.com/compost-drop-off/,CMP20222846,40.847211,-81.9863415
"4 JAYS - RECYCLING, INC.",425 S STATE ROAD 415 ,NEW SMYRNA BEACH ,Volusia County,FL,,,yard waste,https://fldeploc.dep.state.fl.us/www_wacs/Reports/Yard_Trash_Processors_current_webupdates.asp,(386) 860-4355 ,,CMP2022789,28.986021,-81.0719685
Wood Waste Recycling LLC,43 Prestley Rd,Bridgeville,Allegheny County,PA,15017,,"brush, leaves, stumps, clean wood, yard waste",,,https://www.woodwasterecycling.com/services,CMP20223101,40.371462,-80.1125865
Dirt Factory,4308 Market St,Philadelphia,Philadelphia County,PA,19104,Yes,"Food waste, yard waste",https://www.dep.pa.gov/Business/Land/Waste/Recycling/Composting/Pages/default.aspx,,,CMP20223092,39.957786,-75.2084955
Laguna Subregional Compost Facility,4301 Llano Road,Santa Rosa,Sonoma County,CA,95472,,Biosolids Composting at POTWs,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022280,38.369097,-122.7700215
North Mason Fiber Co,431 NE LOG YARD RD,BELFAIR,Mason County,WA,98528,,"landclearing debris, animal mortalities, yard debris",https://ecology.wa.gov/Waste-Toxics/Reducing-recycling-waste/Waste-reduction-programs/Organic-materials/Managing-organics-compost,(360) 275-0228,,CMP20223538,47.474082,-122.806674
CLS Landscape Management,4307 State St.,Montclair,San Bernardino County,CA,91763,,Green Material Composting Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022166,34.05955063,-117.7112525
CITY OF MIDLAND SANITARY LANDFILL,4311 E ASHMAN RD,MIDLAND,Midland County,MI,48642,,,https://www.egle.state.mi.us/wdspi/AdvancedSearch.aspx,,,CMP20221896,43.62669988,-84.17435721
"TWIN RIVERS COMPANY, INC.",432 HOWARD RD ,PORT ST JOE ,Gulf County,FL,,,yard waste,https://fldeploc.dep.state.fl.us/www_wacs/Reports/Yard_Trash_Processors_current_webupdates.asp,(229) 402-4465 ,,CMP2022790,29.820726,-85.3104285
NC Museum of Life & Science Composting Facility,433 Murry Ave,Durham,Durham County,NC,27704,Yes,"manure, source-separated food waste, agricultural waste, yard waste",https://data-ncdenr.opendata.arcgis.com/datasets/other-permitted-solid-waste-facilities-open/explore?location=35.190866%2C-79.815746%2C7.28,919-220-5429,,CMP20222584,36.029385,-78.8994045
West Springfield Compost Facility,430 Westfield ST,WEST SPRINGFIELD,Hampden County,MA,01089,,,https://recyclingworksma.com/,,,CMP20221770,42.105483,-72.630297
Hyde Park Golf Course,4343 Porter Rd,Niagara Falls,Niagara County,NY,14305,,Leaves,https://data.ny.gov/Energy-Environment/Composting-Solid-Waste-Management-Facilities-Map/y4ic-kfv91,7162864840,,CMP20222448,43.10595,-79.0144335
Sky Materials Corp.,4331 Middle Country Road,Calverton,Suffolk County,NY,11933,,Yard Waste,https://data.ny.gov/Energy-Environment/Composting-Solid-Waste-Management-Facilities-Map/y4ic-kfv142,6312082999,,CMP20222524,40.927203,-72.773838
"WEAVER CONSTRUCTION, INC.",4323 STATE ROAD 44 ,NEW SMYRNA BEACH ,Volusia County,FL,,,yard waste,https://fldeploc.dep.state.fl.us/www_wacs/Reports/Yard_Trash_Processors_current_webupdates.asp,(386) 427-3214 ,,CMP2022791,29.020473,-81.1027215
Northern Processing Facility,43502 Oberlin Elyria Rd,Oberlin,Lorain County,OH,44074,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(440) 774-5034,,CMP20222847,41.298129,-82.1706975
Otay Mesa Compost Facility,434 Alta Rd.,San Diego (in County of San Diego),San Diego County,CA,92154,Yes,Vegetative Food Material Composting Facility,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022330,32.580189,-116.9178435
Wylde Center,435 Oakview Road,Decatur,DeKalb County,GA,30030,Yes,food scraps,,912-433-6970,https://www.wyldecenter.org/compost/,CMP2022940,33.762222,-84.2970915
Sand Road Ent Inc,4352 Sand Rd,Norwalk,Huron County,OH,44857,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(419) 668-3670,,CMP20222848,41.258772,-82.5798825
Queens Botanical Garden Farm & Compost Site,43-50 Main Street,Flushing,Queens County,NY,11355,Yes,"Food Scraps, Yard Waste",https://data.ny.gov/Energy-Environment/Composting-Solid-Waste-Management-Facilities-Map/y4ic-kfv122,,https://queensbotanical.org/compost/,CMP20222507,40.751163,-73.8274725
COCOA COMPOST INC HOLLAND FACILITY,4368 60TH ST,HOLLAND,Allegan County,MI,49423,,,https://www.egle.state.mi.us/wdspi/AdvancedSearch.aspx,,http://www.cocoa-corp.com/organic-waste-recycling,CMP20221872,42.73540217,-86.13632006
MORGAN COMPOSTING INC,4353 US HIGHWAY 10,SEARS,Osceola County,MI,49679,,,https://www.egle.state.mi.us/wdspi/AdvancedSearch.aspx,,,CMP20221927,43.898697,-85.174803
"SCRAP IT IN MULBERRY, LLC",4375 HWY 60 W ,MULBERRY ,Polk County,FL,,,yard waste,https://fldeploc.dep.state.fl.us/www_wacs/Reports/Yard_Trash_Processors_current_webupdates.asp,(863) 581-2140 ,,CMP2022792,27.926046,-82.031319
OCRRA - Jamesville,4370  State Route 91,Jamesville,Onondaga County,NY,13078,Yes,"Yard Waste; Food Scraps; Non-recognizable Food Processing Waste, Brush, Paper Products",https://data.ny.gov/Energy-Environment/Composting-Solid-Waste-Management-Facilities-Map/y4ic-kfv101,3154532866,https://ocrra.org/locations/compost-locations/#acceptable,CMP20222494,42.984387,-76.0667445
Clover Flat Resource Recovery Park,4380 Silverado Trail Road,Calistoga,Napa County,CA,94515,Yes,"Composting Facility (Other) - food waste, yard waste",https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022165,38.583333,-122.5341675
Ideal Compost Co. ,439 Old Greenfield Rd,Peterborough,Hillsborough County,NH,03458,,"horse litter, cow and chicken manure, spoiled grain, grass, hay, straw, silage, leaves",http://www.idealcompost.com/index.html,603-924-5050,,CMP20222271,42.911154,-71.900955
N.C. Zoological Park,4401 Zoo Parkway,Asheboro,Randolph County,NC,27205,Yes,"manure, source-separated food waste, agricultural waste, yard waste",https://deq.nc.gov/about/divisions/waste-management/solid-waste-section/solid-waste-facility-lists-presentations-and-annual-reports/solid-waste-facility-lists,(336) 879-7420,,CMP20222562,35.629605,-79.7644395
CONRAD'S WOOD RECYCLING,4400 SE 73RD ST ,OCALA ,Marion County,FL,,,yard waste,https://fldeploc.dep.state.fl.us/www_wacs/Reports/Yard_Trash_Processors_current_webupdates.asp,(352) 867-1123 ,,CMP2022793,29.112147,-82.074294
Richland County Compost Center,441 Cairns Rd,Mansfield,Richland County,OH,44903,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(419) 774-5861,,CMP20222849,40.80599709,-82.52911749
Bunyon Bros Greenwaste,4400 block Orcutt Road North Side,San Luis Obispo,San Luis Obispo County,CA,93401,,Green Material Composting Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022141,35.24907207,-120.6193298
"WHISPER WINDS TREE FARM & SOD, INC.",441 OCOEE-APOPKA ROAD ,OCOEE ,Orange County,FL,,,yard waste,https://fldeploc.dep.state.fl.us/www_wacs/Reports/Yard_Trash_Processors_current_webupdates.asp,(407) 877-0116 ,,CMP2022794,28.578933,-81.547344
Loudoun Composting,44150 Wade Dr,Chantilly,Loudoun County,VA,20152,,yard waste,https://www.deq.virginia.gov/home/showpublisheddocument/15488/637919249151430000,703-327-8428,,CMP20223489,38.920518,-77.473548
Briermere Farms,4414 Sound Ave,Riverhead,Suffolk County,NY,11901,,Yard Waste,https://data.ny.gov/Energy-Environment/Composting-Solid-Waste-Management-Facilities-Map/y4ic-kfv170,6317223931,,CMP20222383,40.9671663,-72.65764434
FLX Scraps to Gardens,4420 Preemption Road,Watkins Glen,Schuyler County,NY,14878,Yes,"Source Separated Organic Waste (SSOW), Yard Waste, Leaves, Food Scraps",https://data.ny.gov/Energy-Environment/Composting-Solid-Waste-Management-Facilities-Map/y4ic-kfv139,3153350424,,CMP20222419,42.447483,-76.986423
Valley Gold Compost,4398 County Rd S,Orland,Glenn County,CA,95963,,Agricultural Material Composting Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022425,39.744603,-122.1031215
421 Compost Site,444 Augusta Road,Warrenville,Aiken County,SC,29851,,"Yard waste, wood chips (Type 2)",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,803-663-3715,https://www.glwdtrucking.com/mining-and-landfill,CMP20223206,33.555861,-81.7871355
"Knight, Eugene & Hiedi DBA Golden Gate Park",443 Caribou Rd,Presque Isle,Aroostook County,ME,,,biosolids/septage,https://www.maine.gov/dep/ftp/reports/sludge-compost.pdf,207-764-4824,,CMP20221529,46.766394,-67.989033
South Coast Recycling & Transfer Station,4430 Calle Real to County Dump Road,Santa Barbara,Santa Barbara County,CA,93110,,Chipping and Grinding Facility/Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022391,34.44236409,-119.7762223
Oregon City Compost,444 Otter Creek Road,Oregon,Lucas County,OH,43616,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(419) 698-7016,,CMP20222850,41.66092642,-83.47243492
Cabarrus County Organics Reclamation Facility,4441 Irish Potato Road,Concord,Cabarrus County,NC,28025,Yes,"manure, source-separated food waste, agricultural waste, yard waste",https://deq.nc.gov/about/divisions/waste-management/solid-waste-section/solid-waste-facility-lists-presentations-and-annual-reports/solid-waste-facility-lists,(704) 920-3209,,CMP20222578,35.477154,-80.5180095
DOONERS ORGANICS INCORPORATED COMPOSTING FACILITY,444 COUNTY ROAD 139,COST,Gonzales County,TX,78614,,"*source-separated meat, fish, dead animal carcasses, oils, greases, or dairy materials; w/ or w/o yard trimmings, clean wood material, vegetative material, paper, manure",https://www.tceq.texas.gov/permitting/waste_permits/msw_permits/msw-data#lists,,,CMP20223368,29.417031,-97.565229
Long Island Compost Corporation,445 Horseblock Rd,Yaphank,Suffolk County,NY,11980,,Yard Waste,https://data.ny.gov/Energy-Environment/Composting-Solid-Waste-Management-Facilities-Map/y4ic-kfv148,,,CMP20222465,40.800069,-72.918828
Oberlin Composting Facility,44436 St Rte 511 East,Oberlin,Lorain County,OH,44074,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,,,CMP20222851,41.29394323,-82.18513145
Nine Mile Road,445 Republic Dr,St. Augustine,St. Johns County,FL,,,yard waste,https://floridaforce.org/facilities/,904-825-2105,,CMP2022795,30.004776,-81.398511
Chico Greenwaste Composting Facility,4441 Cohasset Rd,Chico,Butte County,CA,95973,,Green Material Composting Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022155,39.88058684,-121.7634135
Stemilt World Famous Compost Facility,4471 Stemilt Hill Rd,Wenatchee,Chelan County,WA,98801,Yes,"food processing waste, manure & bedding, yard debris",https://ecology.wa.gov/Waste-Toxics/Reducing-recycling-waste/Waste-reduction-programs/Organic-materials/Managing-organics-compost,(509) 669-8228,,CMP20223554,47.353257,-120.2660685
"Hambro Forest Products, Inc.",445 Elk Valley Road,Crescent City,Del Norte County,CA,95531,,Green Material Composting Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022238,41.752503,-124.1736255
Harrison Compost Site,4476 Merbach Rd,Harrison,Calumet County,WI,54952,,"BARK/BRUSH, YARD",https://dnr.wi.gov/wastemgmt/wm/wmexternal/ShellReportViewer.aspx?RID=93&inst=184,9209891062,,CMP20223681,44.2059435,-88.26306075
Plover Vil,4496 Coolidge Ave,Plover,Portage County,WI,54467,,YARD,https://dnr.wi.gov/wastemgmt/wm/wmexternal/ShellReportViewer.aspx?RID=93&inst=152,7153455257,,CMP20223755,44.458695,-89.60202
Eco Dirt,4474 W CR 400 S,Logansport,Cass County,IN,46947,,Yard waste,https://www.in.gov/idem/waste/files/permits_issued_reg_facilities_composting.pdf,765-461-7596,,CMP20221141,40.706793,-86.457375
Kronenwetter Vil Compost Facility,4496 Martin Rd,Kronenwetter,Marathon County,WI,54455,,"YARD, WOOD MATTER",https://dnr.wi.gov/wastemgmt/wm/wmexternal/ShellReportViewer.aspx?RID=93&inst=159,7156934200,,CMP20223699,44.845299,-89.4915765
DIRT CHEAP MULCH CO  1,4460 FM 1960 RD E,HUMBLE,Harris County,TX,77346,,green waste,https://www.tceq.texas.gov/permitting/waste_permits/msw_permits/msw-data#lists,281.852.3478,,CMP20223369,29.998134,-95.206743
"DARRELL CONE DOZER SERVICE, INC.",449 County Rd 304,BUNNELL,Flagler County,FL,32110,,yard waste,https://fldeploc.dep.state.fl.us/www_wacs/Reports/Yard_Trash_Processors_current_webupdates.asp,(386) 437-5788 ,,CMP2022916,29.418021,-81.2234385
"NE Compost/Scoville, Timothy R",45 Doran Ln,Lubec,Washington County,ME,04652,,,https://www.maine.gov/dep/ftp/reports/fish-and-food-compost.pdf,207-733-2351,,CMP20221505,44.818857,-66.9967245
Barnstable Compost Site,45 Flint St,Barnstable,Barnstable County,MA,02648,Yes,food waste,https://recyclingworksma.com/,,,CMP20221635,41.66046,-70.392555
Carlsbad WWTP Compost Facility,45 Blackfoot Rd,Carlsbad,Eddy County,NM,88221,,"biosolids, wood mulch",https://www.env.nm.gov/solid-waste/wp-content/uploads/sites/24/2018/04/SWB_Compost-facilities-open-Oct-28-2019.pdf,575-887-5412,,CMP20222335,32.41559079,-104.1772533
Hardin County Solid Waste Facility,45 Jones Rd,Kenton,Hardin County,OH,43326,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(419) 674-2205,,CMP20222852,40.65217773,-83.63574077
Kendallville Compost Facility ,450 W Wayne Street,Kendallville,Noble County,IN,46755,,Yard waste,https://www.in.gov/idem/waste/files/permits_issued_reg_facilities_composting.pdf,,,CMP20221132,41.44720076,-85.27199397
City Of Bath,450 Oak Grove Ave,Bath,Sagadahoc County,ME,04530,,yard waste,https://www.maine.gov/dep/ftp/reports/leaf-and-yard-compost.pdf,,,CMP20221541,43.93071,-69.829398
